,point,latitude,longitude,altitude,opening_type,building_type,3d_point,closest_detected,distance_to_ground_truth,nearest_latitude,nearest_longitude,nearest_altitude
146,POINT (90022.90280286007 471642.8048417527),52.22902436383219,4.4361274408594555,1.625,1st floor window,k5,"[90022.90280286007, 471642.80484175275, 1.625]","[90022.3199833048, 471642.77349094645, 1.607195036971507]",0.5839336638478536,52.22902401340416,4.436118917212944,1.607195036971507
147,POINT (90022.9127884238 471642.805378893),52.22902436983615,4.436127586896792,4.43,2nd floor window,k5,"[90022.9127884238, 471642.805378893, 4.43]","[90022.94874261155, 471642.80731292634, 5.212883777433449]",0.783711332743509,52.22902439145408,4.4361281127212715,5.212883777433449
148,POINT (90030.04897609103 471643.1805071709),52.22902858198046,4.4362319542339215,1.625,1st floor window,k5,"[90030.04897609103, 471643.1805071709, 1.625]","[90030.95539933571, 471643.2270608358, 1.5188043712964452]",0.9138095281697936,52.229029107156904,4.436245210960583,1.5188043712964452
149,POINT (90030.03898925426 471643.1799942532),52.22902857619414,4.436231808173275,4.43,2nd floor window,k5,"[90030.03898925426, 471643.17999425315, 4.43]","[90029.64423753889, 471643.1597199569, 5.460916535514313]",1.104096402980056,52.229028347477254,4.436226034804668,5.460916535514313
152,POINT (90041.46125419647 471643.7821100416),52.229035333117395,4.436398859466151,1.625,1st floor window,k5,"[90041.46125419647, 471643.78211004165, 1.625]","[90042.41294878609, 471643.83346118924, 1.6786116795880803]",0.9545856401885102,52.229035906722714,4.436412777830517,1.6786116795880803
156,POINT (90053.07810761384 471644.3880854993),52.22904214741184,4.436568757907714,1.625,1st floor window,k5,"[90053.07810761384, 471644.3880854993, 1.625]","[90053.51214303219, 471644.4111763896, 1.7204056264583363]",0.4449968170212657,52.22904240605149,4.436575105663649,1.7204056264583363
157,POINT (90053.06812173544 471644.3875542491),52.2290421414613,4.43656861186452,4.43,2nd floor window,k5,"[90053.06812173544, 471644.3875542491, 4.43]","[90053.53705999584, 471644.41250198736, 3.391097538431518]",1.1401069276004916,52.22904242089939,4.436575470073551,3.391097538431518
158,POINT (90007.40164018856 471560.0333805924),52.228278685855116,4.435916467504889,1.625,1st floor window,k5,"[90007.40164018856, 471560.03338059236, 1.625]","[90007.78062789585, 471560.33247456467, 1.0824853720156182]",0.7262306851972227,52.22828141842703,4.435921956548758,1.0824853720156182
160,POINT (90010.70463156686 471562.6438095173),52.22830253459826,4.435964305471886,1.625,1st floor window,k5,"[90010.70463156686, 471562.6438095173, 1.625]","[90010.88654647846, 471562.7877869734, 1.2086121555671065]",0.4766564590109224,52.228303849937525,4.435966940148417,1.2086121555671065
161,POINT (90010.71247283369 471562.6500155283),52.228302591294685,4.435964419037074,4.43,2nd floor window,k5,"[90010.7124728337, 471562.6500155283, 4.43]","[90010.85875361887, 471562.76579017576, 4.1566256038801495]",0.3309613233571474,52.22830364898071,4.435966537623984,4.1566256038801495
162,POINT (90016.37147444465 471567.1253205048),52.22834347697582,4.436046379199148,1.625,1st floor window,k5,"[90016.37147444465, 471567.1253205048, 1.625]","[90016.28792834852, 471567.05930440454, 1.216683592496984]",0.42197199470004093,52.228342873855425,4.436045169177034,1.216683592496984
165,POINT (90019.68151907402 471569.7429533885),52.2283673912382,4.436094319146858,4.43,2nd floor window,k5,"[90019.68151907402, 471569.74295338854, 4.43]","[90019.47450016762, 471569.57910795754, 4.136469300472612]",0.39479415450398037,52.22836589439357,4.436091320880083,4.136469300472612
166,POINT (90025.26560640702 471574.1623801517),52.228407765834625,4.436175193902899,1.625,1st floor window,k5,"[90025.26560640702, 471574.1623801517, 1.625]","[90025.37036890253, 471574.24529043044, 1.0645322609124506]",0.5761713124986506,52.22840852327859,4.436176711187799,1.0645322609124506
167,POINT (90025.25776497666 471574.1561743509),52.22840770914025,4.436175080334742,4.43,2nd floor window,k5,"[90025.25776497666, 471574.15617435094, 4.43]","[90025.37714320673, 471574.2506516961, 3.830260369120645]",0.6187606608483189,52.22840857225753,4.436176809300674,3.830260369120645
168,POINT (90028.56790181505 471576.773690566),52.22843162231281,4.436223021792696,1.625,1st floor window,k5,"[90028.56790181505, 471576.77369056595, 1.625]","[90027.81224456083, 471576.1766452111, 0.8538132133592464]",1.2337787895248031,52.228426167738085,4.436212077338548,0.8538132133592464
170,POINT (90034.14766041288 471581.1835391601),52.22847191023399,4.436303835269135,1.625,1st floor window,k5,"[90034.14766041288, 471581.1835391601, 1.625]","[90033.73345977772, 471580.8577647804, 0.9943212511683965]",0.8218557031951416,52.228468933759174,4.436297835956967,0.9943212511683965
171,POINT (90034.13980028288 471581.1773570605),52.22847185375054,4.436303721422433,4.43,2nd floor window,k5,"[90034.13980028288, 471581.17735706054, 4.43]","[90033.9719611554, 471581.0453493167, 4.149634583190123]",0.35242131617884415,52.22847064764676,4.436301290428196,4.149634583190123
174,POINT (90044.73333093726 471586.3500075327),52.22851958744813,4.436457765271558,1.625,1st floor window,k5,"[90044.73333093726, 471586.35000753275, 1.625]","[90044.49572642882, 471586.16253096925, 1.1242260230243604]",0.5851307036108279,52.2285178746411,4.436454323895462,1.1242260230243604
175,POINT (90044.7254804082 471586.3438132465),52.22851953085644,4.436457651567386,4.43,2nd floor window,k5,"[90044.7254804082, 471586.34381324647, 4.43]","[90044.52860509136, 471586.1884731475, 4.058108603658349]",0.4485461485719656,52.228518111651766,4.436454800097872,4.058108603658349
176,POINT (90048.0393514148 471588.9566003809),52.22854340185504,4.436505648854646,1.625,1st floor window,k5,"[90048.0393514148, 471588.95660038095, 1.625]","[90047.10537642636, 471588.2207694252, 1.2718456902911557]",1.2403525470231425,52.22853667906089,4.436492121281042,1.2718456902911557
177,POINT (90048.04720644611 471588.9627889586),52.22854345839592,4.436505762625927,4.43,2nd floor window,k5,"[90048.0472064461, 471588.9627889586, 4.43]","[90048.84836409322, 471589.59398026776, 4.3647142301426]",1.0220167689465622,52.228549225166454,4.43651736649347,4.3647142301426
179,POINT (90053.85988193844 471593.5458787793),52.228585330444716,4.4365899520752965,4.43,2nd floor window,k5,"[90053.85988193844, 471593.54587877926, 4.43]","[90053.12477687382, 471592.96582509717, 4.530974142452311]",0.9418266865859865,52.22858003102571,4.4365793050607385,4.530974142452311
